"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",7356.2606
"WorkFlow",1,"GAMMA",1.50599
"WorkFlow",1,"CMultStdev",0.945423
"WorkFlow",1,"tvVmax",4096.46
"WorkFlow",1,"tvKm",3858.14
"WorkFlow",1,"tvV",51.0572
"WorkFlow",1,"tvKa",1.20493
"WorkFlow",1,"K12",2.07166
"WorkFlow",1,"K21",2.93499
"WorkFlow",1,"dVdWT",1.11354
"WorkFlow",2,"-2LL",7248.00008
"WorkFlow",2,"GAMMA",1.39328
"WorkFlow",2,"CMultStdev",0.903701
"WorkFlow",2,"tvVmax",4203.61
"WorkFlow",2,"tvKm",3712.57
"WorkFlow",2,"tvV",51.3923
"WorkFlow",2,"tvKa",1.20251
"WorkFlow",2,"K12",2.09182
"WorkFlow",2,"K21",2.91857
"WorkFlow",2,"dVdWT",1.12247
"WorkFlow",3,"-2LL",7138.46648
"WorkFlow",3,"GAMMA",1.27686
"WorkFlow",3,"CMultStdev",0.865001
"WorkFlow",3,"tvVmax",4311.47
"WorkFlow",3,"tvKm",3576.87
"WorkFlow",3,"tvV",51.5799
"WorkFlow",3,"tvKa",1.19785
"WorkFlow",3,"K12",2.10062
"WorkFlow",3,"K21",2.91471
"WorkFlow",3,"dVdWT",1.12918
"WorkFlow",4,"-2LL",7043.91862
"WorkFlow",4,"GAMMA",1.1622
"WorkFlow",4,"CMultStdev",0.826249
"WorkFlow",4,"tvVmax",4423.32
"WorkFlow",4,"tvKm",3445.54
"WorkFlow",4,"tvV",51.76
"WorkFlow",4,"tvKa",1.19273
"WorkFlow",4,"K12",2.10863
"WorkFlow",4,"K21",2.91212
"WorkFlow",4,"dVdWT",1.13494
"WorkFlow",5,"-2LL",6950.25352
"WorkFlow",5,"GAMMA",1.23701
"WorkFlow",5,"CMultStdev",0.632911
"WorkFlow",5,"tvVmax",4893.73
"WorkFlow",5,"tvKm",3373.01
"WorkFlow",5,"tvV",51.7062
"WorkFlow",5,"tvKa",1.14191
"WorkFlow",5,"K12",2.09339
"WorkFlow",5,"K21",2.97062
"WorkFlow",5,"dVdWT",1.06185
"WorkFlow",6,"-2LL",6924.96488
"WorkFlow",6,"GAMMA",1.52664
"WorkFlow",6,"CMultStdev",0.358858
"WorkFlow",6,"tvVmax",6781
"WorkFlow",6,"tvKm",2147.8
"WorkFlow",6,"tvV",33.0214
"WorkFlow",6,"tvKa",0.948908
"WorkFlow",6,"K12",0.792403
"WorkFlow",6,"K21",4.39992
"WorkFlow",6,"dVdWT",0.744445
"WorkFlow",7,"-2LL",6901.83256
"WorkFlow",7,"GAMMA",1.60188
"WorkFlow",7,"CMultStdev",0.370063
"WorkFlow",7,"tvVmax",7533.77
"WorkFlow",7,"tvKm",1874.2
"WorkFlow",7,"tvV",34.4508
"WorkFlow",7,"tvKa",0.870664
"WorkFlow",7,"K12",0.749859
"WorkFlow",7,"K21",4.58291
"WorkFlow",7,"dVdWT",0.694713
"WorkFlow",8,"-2LL",6867.08878
"WorkFlow",8,"GAMMA",1.41585
"WorkFlow",8,"CMultStdev",0.477954
"WorkFlow",8,"tvVmax",13211.9
"WorkFlow",8,"tvKm",3382.54
"WorkFlow",8,"tvV",51.833
"WorkFlow",8,"tvKa",1.49753
"WorkFlow",8,"K12",0.0419121
"WorkFlow",8,"K21",7.93545
"WorkFlow",8,"dVdWT",0.943313
"WorkFlow",9,"-2LL",6838.50872
"WorkFlow",9,"GAMMA",1.3541
"WorkFlow",9,"CMultStdev",0.504626
"WorkFlow",9,"tvVmax",15675.5
"WorkFlow",9,"tvKm",4099.29
"WorkFlow",9,"tvV",66.3946
"WorkFlow",9,"tvKa",1.6711
"WorkFlow",9,"K12",0.0633989
"WorkFlow",9,"K21",9.23792
"WorkFlow",9,"dVdWT",1.16647
"WorkFlow",10,"-2LL",6833.03828
"WorkFlow",10,"GAMMA",1.29531
"WorkFlow",10,"CMultStdev",0.524538
